Time;R1;R2;R3;R4;R5;R6;R7;R8;Humidity;Temperature;Indexes
3453;14605;27269;15051;26811;6180;45829;45111;30070;9.27;42.49;Air
3454;14549;27265;15117;26774;6155;45881;45105;29987;9.19;42.49;Air
3455;14625;27367;15120;26735;6156;45913;45158;30055;9.19;42.49;Air
3456;14519;27294;15109;26709;6108;45830;45092;29983;9.27;42.49;Air
3457;14576;27384;15153;26746;6159;45875;45167;29922;9.19;42.5;Air
3458;14535;27358;14998;26735;6155;45918;45143;30023;9.19;42.5;Air
3459;14581;27347;15040;26753;6202;45927;45160;30022;9.23;42.5;Air
3460;14599;27290;15043;26742;6241;45875;45132;30024;9.19;42.49;Air
3461;14631;27331;15108;26786;6180;45897;45052;30057;9.19;42.49;Air
3462;14566;27298;15128;26747;6121;45872;45059;30005;9.27;42.48;Air
3463;14594;27257;15050;26803;6154;45852;45034;30009;9.19;42.51;Air
3464;14520;27315;15150;26688;6188;45909;45066;30013;9.27;42.49;Air
3465;14579;27304;15139;26776;6139;45882;45000;30073;9.27;42.5;Air
3466;14575;27283;15144;26723;6192;45847;45087;30029;9.27;42.5;Air
3467;14575;27304;15071;26859;6187;45879;45024;29962;9.19;42.5;Air
3468;14606;27316;15142;26806;6183;45802;45107;30067;9.27;42.49;Air
3469;14532;27338;15159;26783;6162;45831;45075;30000;9.19;42.5;Air
3470;14627;27325;15089;26708;6183;45848;45161;30008;9.19;42.49;Air
3471;14622;27414;15149;26706;6165;45862;45082;29974;9.27;42.5;Air
3472;14528;27364;15090;26814;6152;45888;45114;29991;9.19;42.5;Air
3473;14600;27378;15098;26763;6177;45836;45108;29937;9.19;42.5;Air
3474;14528;27308;15117;26774;6116;45818;45103;30010;9.23;42.49;Air
3475;14532;27247;15154;26675;6200;45862;45174;29960;9.19;42.5;Air
3476;14577;27312;15129;26705;6140;45850;45038;30059;9.19;42.48;Air
3477;14560;27364;15068;26814;6168;45855;45065;29962;9.27;42.49;Air
3478;14541;27309;15024;26737;6164;45891;45061;29967;9.19;42.49;Air
3479;14589;27277;15121;26740;6166;45834;45045;30042;9.27;42.5;Air
3480;14533;27332;15038;26766;6176;45866;45046;30008;9.19;42.49;Air
3481;14537;27395;15164;26747;6110;45899;45119;30027;9.19;42.49;Air
3482;14571;27359;15146;26768;6209;45775;45149;29984;9.19;42.49;Air
3483;14504;27268;15043;26713;6144;45796;45143;30014;9.19;42.49;Air
3484;14587;27272;15057;26703;6140;45759;45104;29978;9.23;42.49;Air
3485;14552;27306;15076;26783;6104;45726;45136;30015;9.27;42.49;Air
3486;14521;27376;15097;26728;6126;45802;45101;30016;9.19;42.5;Air
3487;14614;27297;15105;26751;6184;45795;45017;30025;9.27;42.49;Air
3488;14509;27234;15095;26783;6167;45815;45056;29928;9.19;42.49;Air
3489;14568;27339;15102;26740;6173;45842;45123;30036;9.19;42.5;Air
3490;14540;27349;15029;26712;6130;45804;45066;30020;9.19;42.49;Air
3491;14555;27387;15133;26800;6112;45905;45101;29943;9.19;42.49;Air
3492;14568;27339;15098;26813;6166;45745;45083;29892;9.19;42.49;Air
3493;14563;27329;15157;26745;6175;45788;45058;30025;9.19;42.5;Air
3494;14492;27334;15138;26719;6180;45880;45053;30008;9.19;42.5;Air
3495;14574;27312;15165;26697;6076;45798;45056;29970;9.27;42.49;Air
3496;14633;27250;15041;26791;6064;45750;45021;30050;9.27;42.5;Air
3497;14592;27349;15107;26773;6137;45800;45070;30014;9.19;42.5;Air
3498;14532;27357;15181;26820;6168;45797;45041;29971;9.19;42.49;Air
3499;14578;27330;15167;26773;6086;45804;45061;30005;9.19;42.49;Air
3500;14620;27329;15081;26818;6120;45843;45091;29996;9.19;42.49;Air
3501;14539;27292;15094;26764;6124;45779;45078;29962;9.27;42.48;Air
3502;14611;27387;15110;26772;6111;45782;45016;29967;9.27;42.49;Air
3503;14524;27310;15172;26784;6168;45788;45075;29956;9.23;42.49;Air
3504;14626;27316;15108;26829;6211;45808;45097;29972;9.19;42.49;Air
3505;14593;27306;15206;26819;6187;45785;45081;29961;9.19;42.48;Air
3506;14532;27295;15182;26729;6085;45805;45170;29933;9.23;42.5;Air
3507;14544;27340;15115;26685;6139;45852;45122;29975;9.19;42.49;Air
3508;14588;27253;15144;26792;6207;45827;45043;30016;9.19;42.5;Air
3509;14508;27353;15103;26692;6199;45825;45098;29970;9.19;42.5;Air
3510;14515;27345;15121;26688;6134;45841;45170;29942;9.19;42.49;Air
3511;14590;27377;15197;26712;6167;45851;45091;30011;9.27;42.5;Air
3512;14571;27340;15115;26765;6151;45854;45035;29973;9.27;42.5;Air
3513;14592;27291;15121;26706;6139;45774;45046;29912;9.23;42.51;Air
3514;14511;27232;15135;26747;6060;45913;45069;29908;9.19;42.5;Air
3515;14540;27344;15167;26765;6108;45857;45066;29898;9.27;42.51;Air
3516;14513;27357;15189;26723;6152;45810;44992;29928;9.27;42.5;Air
3517;14599;27306;15203;26762;6135;45850;45124;29956;9.19;42.51;Air
3518;14526;27372;15189;26708;6193;45857;45101;29960;9.19;42.5;Air
3519;14601;27326;15210;26746;6148;45826;45077;30013;9.19;42.51;Air
3520;14591;27354;15181;26756;6117;45815;45066;29922;9.19;42.51;Air
3521;14559;27362;15174;26689;6105;45875;45063;29923;9.27;42.51;Air
3522;14604;27327;15196;26749;6066;45863;45044;30022;9.27;42.5;Air
3523;14552;27374;15154;26722;6123;45810;45128;30070;9.19;42.5;Air
3524;14626;27388;15164;26735;6168;45825;45062;30004;9.27;42.5;Air
3525;14511;27334;15246;26665;6089;45829;45102;29947;9.27;42.5;Air
3526;14542;27370;15077;26768;6170;45845;45054;29926;9.27;42.5;Air
3527;14524;27338;15113;26788;6156;45860;45088;29956;9.27;42.51;Air
3528;14624;27418;15185;26777;6088;45854;45108;30005;9.19;42.51;Air
3529;14549;27355;15176;26705;6147;45885;45113;29944;9.23;42.5;Air
3530;14651;27321;15216;26668;6130;45841;45082;29932;9.27;42.51;Air
3531;14612;27318;15165;26705;6115;45817;45042;29996;9.27;42.5;Air
3532;14552;27411;15225;26743;6119;45815;44997;29979;9.27;42.5;Air
3533;14585;27391;15149;26750;6161;45835;45060;30022;9.23;42.5;Air
3534;14581;27360;15177;26677;6085;45774;45119;29968;9.27;42.51;Air
3535;14633;27293;15186;26812;6230;45822;45115;29960;9.19;42.52;Air
3536;14531;27354;15113;26753;6120;45863;45066;29968;9.27;42.49;Air
3537;14536;27409;15218;26733;6114;45841;45126;29984;9.27;42.49;Air
3538;14527;27321;15194;26785;6076;45871;45130;30076;9.19;42.5;Air
3539;14569;27353;15174;26781;6190;45811;45095;30019;9.23;42.5;Air
3540;14627;27359;15185;26755;6105;45819;45130;30055;9.27;42.51;Air
3541;14601;27336;15158;26796;6174;45863;45030;30065;9.23;42.51;Air
3542;14507;27321;15196;26789;6127;45818;45132;29955;9.27;42.51;Air
3543;14601;27430;15143;26762;6080;45775;45139;30030;9.27;42.49;Air
3544;14584;27415;15165;26757;6175;45781;45191;29929;9.27;42.5;Air
3545;14528;27356;15207;26830;6171;45810;45129;29912;9.19;42.5;Air
3546;14629;27379;15128;26812;6170;45799;45116;29940;9.27;42.49;Air
3547;14606;27437;15221;26754;6093;45803;45072;29974;9.19;42.49;Air
3548;14579;27357;15117;26745;6141;45714;45162;29982;9.23;42.49;Air
3549;14544;27297;15181;26759;6091;45787;45131;29905;9.23;42.49;Air
3550;14476;27365;15132;26721;6198;45865;45122;29962;9.19;42.49;Air
3551;14628;27329;15147;26743;6123;45757;44997;29981;9.19;42.5;Air
3552;14626;27364;15232;26714;6137;45848;45124;30000;9.19;42.49;Air
3553;14592;27374;15143;26714;6127;45855;45092;30021;9.27;42.49;Air
3554;14590;27336;15196;26695;6162;45742;45148;29926;9.23;42.49;Air
3555;14516;27359;15172;26723;6203;45836;45114;29992;9.27;42.51;Air
3556;14552;27414;15166;26698;6184;45805;45093;30013;9.19;42.5;Air
3557;14554;27369;15145;26725;6176;45761;45088;29928;9.19;42.5;Air
3558;14589;27336;15161;26736;6171;45811;45113;29900;9.27;42.51;Air
3559;14550;27305;15180;26694;6134;45794;45066;29933;9.19;42.5;Air
3560;14516;27308;15130;26771;6160;45785;45108;29964;9.19;42.5;Air
3561;14565;27297;15158;26794;6070;45715;45069;29979;9.23;42.49;Air
3562;14617;27329;15087;26711;6197;45769;45009;29937;9.27;42.5;Air
3563;14599;27332;15203;26736;6125;45847;45045;29906;9.27;42.49;Air
3564;14592;27288;15178;26660;6185;45862;45097;29961;9.19;42.5;Air
3565;14619;27350;15128;26757;6111;45796;45055;29961;9.23;42.49;Air
3566;14583;27380;15125;26751;6125;45787;45048;29998;9.19;42.5;Air
3567;14570;27415;15177;26743;6143;45863;45074;29999;9.27;42.49;Air
3568;14604;27410;15212;26743;6139;45811;45033;30003;9.19;42.49;Air
3569;14591;27414;15122;26752;6127;45873;45083;29935;9.19;42.5;Air
3570;14528;27412;15218;26714;6140;45853;45085;29948;9.19;42.49;Air
3571;14577;27336;15158;26705;6027;45876;45050;29944;9.19;42.5;Air
3572;14567;27339;15123;26733;6147;45807;45093;29955;9.19;42.5;Air
3573;14584;27368;15170;26705;6174;45777;45062;30007;9.27;42.51;Air
3574;14538;27328;15081;26720;6066;45713;45155;29974;9.19;42.51;Air
3575;14670;27340;15081;26681;6175;45794;45105;29969;9.19;42.5;Air
3576;14578;27351;15255;26783;6003;45737;44974;29909;9.19;42.51;Air
3577;14525;27337;15132;26768;6156;45848;45016;29964;9.19;42.49;Air
3578;14564;27329;15249;26714;6173;45805;45016;29920;9.19;42.51;Air
3579;14474;27306;15117;26736;6142;45787;45009;29936;9.27;42.5;Air
3580;14582;27300;15223;26787;6110;45823;45128;29916;9.19;42.49;Air
3581;14558;27360;15139;26725;6139;45720;45112;29903;9.27;42.5;Air
3582;14576;27399;15193;26737;6133;45814;45051;29939;9.27;42.5;Air
3583;14587;27385;15176;26716;6155;45835;44974;29966;9.19;42.5;Air
3584;14534;27317;15223;26710;6120;45805;44959;29932;9.19;42.51;Air
3585;14583;27323;15093;26734;6089;45883;45043;29995;9.19;42.5;Air
3586;14497;27335;15180;26754;6156;45845;45043;29969;9.19;42.5;Air
3587;14596;27336;15181;26698;6188;45862;45098;29940;9.19;42.49;Air
3588;14584;27360;15167;26734;6095;45759;45074;29970;9.19;42.5;Air
3589;14592;27372;15206;26689;6145;45820;45147;29971;9.27;42.5;Air
3590;14547;27313;15198;26714;6100;45800;45095;29952;9.23;42.5;Air
3591;14555;27382;15210;26635;6139;45786;45006;30056;9.27;42.51;Air
3592;14551;27348;15133;26741;6062;45772;45076;29991;9.27;42.5;Air
3593;14582;27343;15166;26679;6158;45792;45104;29987;9.27;42.49;Air
3594;14570;27303;15145;26657;6119;45869;45059;29907;9.23;42.51;Air
3595;14545;27340;15161;26750;6163;45730;45013;29979;9.27;42.5;Air
3596;14571;27400;15157;26736;6152;45863;45061;29915;9.19;42.5;Air
3597;14590;27320;15163;26804;6116;45792;45080;29925;9.27;42.5;Air
3598;14610;27459;15194;26735;6193;45908;45143;29864;9.27;42.51;Air
3599;14590;27355;15168;26693;6113;45910;45000;29987;9.19;42.5;Air
3600;14558;27414;15202;26748;6193;45874;45079;29975;9.19;42.52;Air
3601;14551;27395;15209;26785;6130;45868;45107;29969;9.27;42.5;Air
3602;14600;27377;15197;26752;6121;45809;45128;29971;9.19;42.51;Air
3603;14561;27328;15186;26652;6066;45775;45147;29982;9.27;42.52;Air
3604;14531;27322;15223;26773;6122;45768;45106;29888;9.27;42.5;Air
3605;14625;27376;15198;26704;6126;45876;45009;29969;9.23;42.5;Air
3606;14570;27324;15176;26675;6189;45882;45138;29937;9.19;42.49;Air
3607;14616;27392;15143;26718;6174;45841;45047;29964;9.27;42.5;Air
3608;14601;27336;15197;26680;6177;45732;45021;29899;9.27;42.49;Air
3609;14567;27350;15165;26719;6188;45787;45090;29949;9.23;42.51;Air
3610;14514;27471;15197;26667;6080;45841;45059;29917;9.19;42.49;Air
3611;14553;27413;15257;26671;6193;45784;45039;29994;9.19;42.51;Air
3612;14615;27395;15174;26660;6134;45858;45068;29978;9.19;42.5;Air
3613;14577;27343;15155;26728;6146;45770;45021;29938;9.19;42.5;Air
3614;14562;27369;15201;26684;6163;45829;45034;29978;9.19;42.5;Air
3615;14580;27360;15139;26730;6137;45837;45062;29974;9.27;42.5;Air
3616;14571;27399;15158;26754;6181;45816;45046;29867;9.19;42.5;Air
3617;14563;27417;15175;26778;6109;45738;45087;29893;9.19;42.51;Air
3618;14541;27394;15127;26755;6126;45799;44999;29911;9.19;42.49;Air
3619;14542;27353;15122;26773;6073;45758;45039;29936;9.27;42.49;Air
3620;14592;27319;15163;26691;6172;45814;45082;29854;9.27;42.5;Air
3621;14605;27398;15139;26773;6161;45752;45049;29921;9.19;42.51;Air
3622;14566;27350;15192;26714;6169;45806;45004;29967;9.27;42.5;Air
3623;14593;27338;15094;26647;6162;45791;45035;29952;9.19;42.51;Air
3624;14531;27355;15197;26691;6140;45728;45126;29957;9.23;42.5;Air
3625;14576;27373;15116;26725;6114;45789;45032;30035;9.27;42.48;Air
3626;14585;27437;15195;26701;6183;45727;45075;29908;9.19;42.5;Air
3627;14546;27300;15213;26730;6035;45686;45074;29917;9.19;42.5;Air
3628;14542;27378;15120;26815;6121;45801;45095;29902;9.27;42.5;Air
3629;14545;27314;15163;26746;6126;45818;45049;29934;9.27;42.49;Air
3630;14635;27303;15168;26770;6139;45793;45022;29910;9.19;42.51;Air
3631;14586;27377;15183;26668;6135;45752;44983;29927;9.27;42.5;Air
3632;14618;27292;15163;26728;6137;45712;45039;29898;9.19;42.5;Air
3633;14593;27354;15172;26781;6136;45793;45063;29966;9.19;42.51;Air
3634;14535;27331;15210;26700;6176;45707;45124;29940;9.19;42.49;Air
3635;14524;27365;15136;26730;6089;45779;45088;29903;9.19;42.5;Air
3636;14575;27296;15179;26667;6144;45767;45057;29993;9.19;42.5;Air
3637;14598;27323;15155;26608;6078;45764;45036;29937;9.19;42.5;Air
3638;14504;27402;15201;26675;6092;45788;45002;29939;9.19;42.51;Air
3639;14600;27353;15185;26760;6080;45800;45042;29958;9.19;42.49;Air
3640;14506;27362;15269;26654;6170;45671;45078;29861;9.19;42.5;Air
3641;14599;27304;15194;26710;6103;45710;45008;29957;9.19;42.5;Air
3642;14571;27362;15185;26628;6178;45794;45086;29931;9.19;42.51;Air
3643;14528;27385;15123;26648;6163;45751;45062;29955;9.19;42.51;Air
3644;14581;27378;15185;26702;6154;45801;45111;30013;9.23;42.51;Air
3645;14544;27327;15198;26648;6094;45825;45028;29989;9.19;42.51;Air
3646;14534;27383;15190;26678;6180;45852;45023;29982;9.19;42.52;Air
3647;14554;27306;15213;26692;6115;45803;45061;29937;9.19;42.51;Air
3648;14545;27360;15184;26679;6158;45856;45059;29952;9.23;42.51;Air
3649;14486;27466;15224;26724;6180;45811;45084;29955;9.19;42.51;Air
3650;14545;27349;15185;26643;6125;45845;45076;29934;9.19;42.52;Air
3651;14622;27399;15289;26659;6080;45801;45099;29958;9.27;42.5;Air
3652;14608;27361;15216;26685;6182;45752;45073;30003;9.27;42.5;Air
3653;14515;27305;15235;26660;6127;45791;45025;29943;9.19;42.51;Air
3654;14552;27306;15248;26756;6097;45793;44974;29963;9.27;42.51;Air
3655;14572;27301;15281;26617;6178;45822;45051;29987;9.34;42.52;Air
3656;14594;27232;15171;26693;6117;45840;45062;29947;9.19;42.52;Air
3657;14523;27301;15249;26636;6087;45794;45102;29939;9.27;42.5;Air
3658;14520;27391;15196;26669;6064;45805;45061;29974;9.27;42.51;Air
3659;14524;27311;15236;26695;6110;45781;44917;29978;9.27;42.51;Air
3660;14572;27309;15172;26664;6195;45793;45100;29937;9.19;42.51;Air
3661;14609;27334;15229;26658;6156;45738;45115;29956;9.27;42.5;Air
3662;14663;27289;15179;26718;6126;45802;45028;29968;9.19;42.5;Air
3663;14587;27311;15148;26673;6124;45764;45064;29989;9.19;42.49;Air
3664;14507;27306;15139;26613;6121;45767;45081;29963;9.27;42.5;Air
3665;14560;27318;15187;26670;6165;45792;45105;29956;9.19;42.49;Air
3666;14525;27372;15190;26683;6131;45803;45123;29936;9.27;42.5;Air
3667;14482;27326;15226;26744;6141;45759;45095;29950;9.19;42.51;Air
3668;14570;27268;15158;26755;6201;45776;45105;30048;9.27;42.51;Air
3669;14538;27358;15215;26685;6094;45856;45036;29945;9.27;42.5;Air
3670;14527;27376;15244;26648;6091;45847;45048;29974;9.19;42.5;Air
3671;14507;27381;15271;26671;6130;45769;45025;29941;9.19;42.49;Air
3672;14545;27305;15266;26726;6165;45771;45045;29941;9.23;42.51;Air
3673;14516;27331;15170;26633;6104;45749;45092;29939;9.27;42.51;Air
3674;14502;27421;15195;26708;6142;45802;45032;29971;9.19;42.51;Air
3675;14518;27383;15181;26689;6146;45776;45033;29984;9.27;42.51;Air
3676;14593;27349;15253;26702;6183;45854;45086;29941;9.27;42.51;Air
3677;14539;27286;15190;26716;6065;45803;45073;29961;9.27;42.51;Air
3678;14530;27264;15170;26702;6122;45729;45045;29986;9.19;42.49;Air
3679;14535;27263;15189;26626;6108;45772;44984;29972;9.19;42.51;Air
3680;14480;27280;15240;26678;6056;45775;44991;29904;9.19;42.51;Air
3681;14593;27360;15190;26638;6065;45699;45093;29974;9.19;42.51;Air
3682;14573;27350;15171;26729;6065;45740;44937;29978;9.19;42.51;Air
3683;14484;27312;15131;26713;6163;45741;45031;29957;9.19;42.51;Air
3684;14644;27334;15209;26577;6190;45728;45030;29970;9.19;42.49;Air
3685;14551;27289;15181;26586;6067;45740;45041;29966;9.27;42.5;Air
3686;14560;27330;15183;26677;6133;45724;45068;29970;9.27;42.51;Air
3687;14570;27232;15185;26659;6190;45748;45029;29897;9.19;42.52;Air
3688;14555;27299;15196;26624;6090;45782;45102;29926;9.19;42.51;Air
3689;14550;27294;15249;26666;6076;45788;44980;29988;9.27;42.5;Air
3690;14452;27315;15207;26684;6184;45800;45040;30008;9.27;42.5;Air
3691;14524;27317;15233;26689;6039;45759;45028;29959;9.27;42.5;Air
3692;14534;27276;15152;26649;6144;45821;45067;29961;9.19;42.51;Air
3693;14527;27322;15162;26605;6186;45767;45036;29906;9.27;42.51;Air
3694;14592;27280;15186;26562;6070;45829;45087;29870;9.27;42.51;Air
3695;14503;27247;15223;26705;6141;45791;45106;29898;9.19;42.5;Air
3696;14505;27377;15256;26705;6126;45775;45012;29877;9.19;42.5;Air
3697;14516;27416;15181;26598;6083;45812;45003;30008;9.27;42.51;Air
3698;14575;27365;15243;26690;6172;45791;45066;29883;9.27;42.51;Air
3699;14485;27439;15143;26702;6140;45793;45011;29934;9.27;42.51;Air
3700;14592;27452;15218;26700;6132;45750;45007;29953;9.23;42.51;Air
3701;14467;27462;15257;26663;6145;45732;45020;29908;9.27;42.5;Air
3702;14504;27388;15151;26684;6115;45776;44995;29956;9.27;42.49;Air
3703;14542;27336;15293;26674;6165;45672;45045;29872;9.27;42.49;Air
3704;14538;27360;15224;26672;6133;45716;44967;29936;9.27;42.5;Air
3705;14501;27340;15228;26667;6147;45776;45004;29887;9.27;42.49;Air
3706;14579;27416;15209;26667;6151;45743;45016;29927;9.19;42.49;Air
3707;14569;27441;15216;26631;6115;45784;44979;29928;9.27;42.49;Air
3708;14533;27401;15181;26625;6171;45707;45041;29939;9.23;42.5;Air
3709;14512;27374;15153;26726;6131;45721;44967;29947;9.23;42.5;Air
3710;14561;27362;15226;26619;6135;45735;44973;29915;9.27;42.51;Air
3711;14516;27336;15221;26632;6168;45735;44998;29935;9.27;42.5;Air
3712;14524;27319;15252;26640;6127;45828;45004;29975;9.27;42.5;Air
3713;14493;27357;15122;26619;6147;45803;45084;29902;9.19;42.5;Air
3714;14503;27361;15175;26680;6138;45768;45017;29916;9.27;42.51;Air
3715;14448;27313;15143;26570;6171;45756;45061;29949;9.19;42.5;Air
3716;14557;27329;15243;26624;6058;45805;45071;29951;9.27;42.51;Air
3717;14475;27336;15243;26613;6092;45744;45047;29894;9.27;42.51;Air
3718;14555;27311;15196;26662;6098;45824;44952;29908;9.19;42.51;Air
3719;14549;27251;15197;26692;6118;45727;44923;29922;9.3;42.5;Air
3720;14524;27326;15230;26676;6121;45817;45051;29951;9.19;42.51;Air
3721;14493;27351;15203;26671;6117;45802;44923;29948;9.23;42.5;Air
3722;14498;27380;15190;26703;6171;45724;44981;30006;9.27;42.5;Air
3723;14533;27401;15247;26663;6102;45726;45032;29931;9.27;42.51;Air
3724;14527;27306;15170;26661;6153;45743;45015;29926;9.27;42.51;Air
3725;14514;27426;15231;26655;6079;45746;45037;29979;9.27;42.51;Air
3726;14488;27392;15170;26586;6172;45761;45001;29921;9.19;42.51;Air
3727;14518;27362;15196;26634;6096;45729;45053;29885;9.27;42.51;Air
3728;14518;27254;15180;26676;6154;45771;45054;29919;9.19;42.52;Air
3729;14548;27238;15227;26652;6148;45714;45074;29903;9.27;42.5;Air
3730;14527;27271;15201;26626;6132;45810;44996;29898;9.27;42.5;Air
3731;14570;27361;15250;26670;6164;45807;45030;29897;9.19;42.51;Air
3732;14510;27305;15189;26513;6144;45818;45007;29970;9.19;42.5;Air
3733;14476;27294;15224;26702;5993;45788;44943;30043;9.27;42.51;Air
3734;14465;27298;15205;26643;6143;45788;44997;29975;9.27;42.51;Air
3735;14518;27275;15216;26624;6155;45730;45021;29935;9.19;42.49;Air
3736;14501;27222;15124;26661;6099;45782;45008;30005;9.27;42.5;Air
3737;14556;27314;15181;26608;6174;45808;44975;29958;9.27;42.5;Air
3738;14534;27328;15230;26626;6142;45775;44964;29856;9.23;42.5;Air
3739;14508;27265;15224;26637;6104;45807;45035;29970;9.27;42.5;Air
3740;14498;27267;15258;26655;6177;45757;45011;29899;9.19;42.5;Air
3741;14540;27239;15152;26636;6156;45710;45058;29912;9.19;42.5;Air
3742;14510;27298;15204;26693;6131;45707;44926;29962;9.19;42.5;Air
3743;14482;27304;15246;26632;6103;45765;45038;29959;9.19;42.5;Air
3744;14520;27255;15101;26665;6219;45724;45024;29983;9.27;42.5;Air
3745;14576;27246;15205;26673;6140;45730;44993;29939;9.27;42.51;Air
3746;14562;27271;15215;26676;6052;45716;45039;29950;9.27;42.49;Air
3747;14525;27357;15229;26672;6080;45799;45030;29900;9.27;42.5;Air
3748;14503;27402;15224;26667;6194;45735;45045;29920;9.27;42.5;Air
3749;14445;27388;15206;26573;6111;45784;44990;29946;9.27;42.5;Air
3750;14487;27253;15219;26665;6075;45770;45023;29919;9.23;42.5;Air
3751;14546;27294;15272;26669;6187;45803;44963;29855;9.27;42.5;Air
3752;14528;27278;15247;26556;6201;45794;44924;29923;9.27;42.5;Air
3753;14530;27322;15208;26676;6083;45761;44984;29882;9.27;42.5;Air
3754;14513;27247;15188;26634;6089;45769;45029;29905;9.27;42.5;Air
3755;14497;27294;15282;26601;6148;45780;45040;29900;9.27;42.5;Air
3756;14532;27299;15158;26628;6036;45798;45091;29960;9.27;42.52;Air
3757;14448;27221;15182;26587;6116;45807;45034;29864;9.27;42.51;Air
3758;14460;27317;15187;26588;6138;45828;44981;29953;9.27;42.51;Air
3759;14498;27258;15195;26645;6181;45770;45067;29918;9.27;42.5;Air
3760;14524;27303;15158;26690;6151;45763;44983;29974;9.27;42.51;Air
3761;14491;27308;15175;26691;6096;45720;44995;29968;9.19;42.49;Air
3762;14559;27296;15198;26613;6122;45819;45053;29956;9.27;42.5;Air
3763;14460;27266;15242;26638;6098;45799;45051;29948;9.27;42.51;Air
3764;14498;27267;15216;26600;6233;45847;45006;29882;9.19;42.51;Air
3765;14515;27275;15240;26749;6203;45829;44939;29888;9.27;42.52;Air
3766;14496;27296;15181;26575;6158;45817;45051;29965;9.27;42.51;Air
3767;14523;27353;15156;26615;6131;45768;44973;30021;9.27;42.51;Air
3768;14506;27283;15164;26623;6111;45802;44958;29971;9.19;42.5;Air
3769;14532;27333;15219;26713;6129;45793;44991;29920;9.23;42.51;Air
3770;14528;27365;15294;26616;6193;45728;44994;29848;9.27;42.51;Air
3771;14538;27309;15256;26606;6184;45685;45028;29916;9.19;42.52;Air
3772;14544;27267;15213;26573;6170;45723;45012;29884;9.27;42.52;Air
3773;14523;27286;15229;26643;6076;45673;45009;29844;9.19;42.51;Air
3774;14497;27252;15179;26676;6215;45721;45005;29941;9.27;42.51;Air
3775;14536;27266;15196;26627;6144;45729;45065;29950;9.27;42.52;Air
3776;14509;27320;15261;26593;6098;45796;45000;29876;9.19;42.52;Air
3777;14525;27327;15175;26635;6139;45711;44994;29959;9.19;42.51;Air
3778;14556;27323;15166;26660;6199;45737;44992;29909;9.27;42.52;Air
3779;14586;27349;15225;26641;6180;45778;45030;29980;9.27;42.52;Air
3780;14460;27301;15185;26549;6088;45850;44994;29934;9.19;42.5;Air
3781;14569;27364;15211;26643;6189;45772;44980;29983;9.19;42.53;Air
3782;14512;27328;15185;26594;6123;45697;45076;29938;9.27;42.51;Air
3783;14513;27297;15160;26677;6154;45735;45058;29960;9.27;42.53;Air
3784;14511;27332;15215;26667;6103;45755;44963;29924;9.27;42.5;Air
3785;14539;27243;15260;26611;6108;45725;45088;29975;9.27;42.51;Air
3786;14468;27337;15198;26659;6173;45737;45016;29955;9.27;42.51;Air
3787;14479;27262;15251;26677;6130;45778;45003;29996;9.27;42.51;Air
3788;14611;27267;15138;26696;6157;45742;44995;29931;9.27;42.51;Air
3789;14522;27250;15204;26602;6072;45744;44965;30007;9.27;42.51;Air
3790;14578;27339;15186;26578;6117;45762;44977;29908;9.27;42.5;Air
3791;14567;27429;15171;26646;6175;45698;45009;29988;9.27;42.51;Air
3792;14473;27367;15238;26723;6129;45715;45021;29936;9.27;42.51;Air
3793;14518;27398;15238;26616;6190;45746;44953;29928;9.27;42.51;Air
3794;14553;27341;15189;26696;6135;45763;44987;29935;9.27;42.51;Air
3795;14495;27364;15261;26652;6151;45790;45127;29937;9.27;42.5;Air
3796;14504;27256;15304;26570;6143;45735;44942;29913;9.27;42.51;Air
3797;14534;27315;15190;26648;6095;45765;45075;30006;9.34;42.51;Air
3798;14544;27234;15162;26631;6169;45713;44952;29889;9.27;42.51;Air
3799;14529;27266;15256;26650;6146;45786;44959;29911;9.27;42.53;Air
3800;14442;27322;15240;26623;6123;45720;45076;29927;9.27;42.5;Air
3801;14461;27320;15228;26652;6092;45732;44997;29919;9.27;42.52;Air
3802;14562;27267;15166;26668;6090;45831;45023;29967;9.19;42.51;Air
3803;14536;27310;15259;26603;6148;45803;44952;29939;9.19;42.51;Air
3804;14565;27252;15182;26693;6101;45739;45050;29907;9.27;42.52;Air
3805;14540;27235;15200;26599;6154;45770;45008;29964;9.27;42.51;Air
3806;14479;27322;15189;26634;6036;45818;45004;29945;9.27;42.51;Air
3807;14477;27332;15223;26651;6127;45720;45051;29850;9.3;42.51;Air
3808;14527;27318;15220;26625;6160;45703;45003;29939;9.19;42.52;Air
3809;14562;27302;15233;26628;6107;45800;44984;29960;9.27;42.52;Air
3810;14554;27233;15230;26586;6114;45845;44975;29896;9.27;42.51;Air
3811;14490;27339;15251;26616;6095;45839;44938;29998;9.27;42.52;Air
3812;14462;27296;15160;26665;6161;45810;44976;29994;9.27;42.52;Air
3813;14523;27351;15204;26686;6134;45751;44986;29921;9.27;42.52;Air
3814;14587;27217;15204;26591;6169;45828;44990;30009;9.19;42.52;Air
3815;14476;27309;15224;26678;6142;45755;45008;29948;9.27;42.51;Air
3816;14556;27339;15185;26600;6117;45768;44958;29930;9.19;42.51;Air
3817;14480;27338;15280;26569;6114;45740;44965;29935;9.27;42.51;Air
3818;14485;27313;15259;26657;6145;45780;44969;29918;9.27;42.51;Air
3819;14564;27307;15227;26629;6112;45734;45044;29902;9.27;42.52;Air
